Player_Name,Season,Total_Minutes,FG,FGA,FT,FTA,TRB,AST,PTS,PTOV,SFD,PGA,AND1,PER,TS%,USG%,WS,BPM,VORP,ORtg
Darren Collison  ,2014,0.638974359,0.3392857143,0.3464912281,0.2448979592,0.2276422764,0.1282051282,0.3162393162,0.3161094225,0.3004115226,0.2571428571,0.3573264781,0.2095238095,0.4497991968,0.6778350515,0.3368055556,0.4324324324,0.5526315789,0.3725490196,0.5
Nick Collison  ,2016,0.1705982906,0.04464285714,0.04385964912,0.04081632653,0.0487804878,0.1602564103,0.07692307692,0.03343465046,0.1152263374,0.03896103896,0.05655526992,0.009523809524,0.1084337349,0.4793814433,0.02083333333,0.1567567568,0.3105263158,0.1764705882,0.2941176471
Nick Collison  ,2015,0.308034188,0.1160714286,0.1315789474,0.07142857143,0.08130081301,0.2179487179,0.1196581197,0.09422492401,0.0987654321,0.06233766234,0.1048843188,0.09523809524,0.2489959839,0.4458762887,0.09722222222,0.2324324324,0.4210526316,0.2254901961,0.4264705882
Nick Collison  ,2014,0.3941880342,0.125,0.09649122807,0.08163265306,0.08943089431,0.2051282051,0.1111111111,0.09726443769,0.1316872428,0.0961038961,0.1223650386,0.06666666667,0.2730923695,0.7396907216,0.05555555556,0.3081081081,0.4263157895,0.2352941176,0.5588235294
Mike Conley  ,2024,0.6813675214,0.3214285714,0.3377192982,0.1326530612,0.1219512195,0.1602564103,0.5042735043,0.3161094225,0.3333333333,0.0961038961,0.5383033419,0.08571428571,0.4337349398,0.8118556701,0.2083333333,0.5567567568,0.6526315789,0.4901960784,0.7352941176
Mike Conley  ,2023,0.6252991453,0.3214285714,0.3640350877,0.2142857143,0.2032520325,0.1474358974,0.5726495726,0.3313069909,0.3127572016,0.1584415584,0.5593830334,0.1428571429,0.3895582329,0.6984536082,0.21875,0.4108108108,0.5210526316,0.3431372549,0.6764705882
Mike Conley  ,2022,0.6352136752,0.4017857143,0.4473684211,0.1836734694,0.1869918699,0.1666666667,0.452991453,0.3860182371,0.3580246914,0.1376623377,0.4735218509,0.1142857143,0.4899598394,0.6701030928,0.3784722222,0.4756756757,0.6368421053,0.4607843137,0.6029411765
Mike Conley  ,2021,0.4437606838,0.4732142857,0.5131578947,0.2448979592,0.2276422764,0.1987179487,0.5128205128,0.462006079,0.2798353909,0.1506493506,0.3938303342,0.07619047619,0.5702811245,0.7139175258,0.4548611111,0.4432432432,0.7315789474,0.4509803922,0.6470588235
Mike Conley  ,2020,0.3976068376,0.4107142857,0.4956140351,0.2448979592,0.243902439,0.1794871795,0.3760683761,0.4072948328,0.2263374486,0.1480519481,0.2555269923,0.1142857143,0.3654618474,0.5798969072,0.4548611111,0.2486486486,0.4894736842,0.2745098039,0.4411764706
Mike Conley  ,2019,0.7323076923,0.5982142857,0.6666666667,0.5,0.4715447154,0.1923076923,0.547008547,0.6109422492,0.3621399177,0.4103896104,0.5341902314,0.4571428571,0.6586345382,0.662371134,0.6006944444,0.5459459459,0.7210526316,0.5784313725,0.5588235294
Mike Conley  ,2018,0.05914529915,0.4464285714,0.5789473684,0.4489795918,0.4471544715,0.1217948718,0.3504273504,0.4893617021,0.04526748971,0.06493506494,0.06066838046,0.06666666667,0.4176706827,0.5360824742,0.5520833333,0.1459459459,0.5,0.2156862745,0.4264705882
Mike Conley  ,2017,0.7152136752,0.5714285714,0.6052631579,0.4693877551,0.4308943089,0.1987179487,0.5384615385,0.5927051672,0.3827160494,0.3480519481,0.5156812339,0.2857142857,0.7309236948,0.7525773196,0.5659722222,0.6540540541,0.8315789474,0.6960784314,0.6176470588
Mike Conley  ,2016,0.5336752137,0.4464285714,0.5087719298,0.3469387755,0.3333333333,0.1602564103,0.5213675214,0.4346504559,0.2304526749,0.2207792208,0.3876606684,0.1523809524,0.578313253,0.5824742268,0.4305555556,0.4,0.6315789474,0.4117647059,0.5294117647
Mike Conley  ,2015,0.6923076923,0.4732142857,0.5175438596,0.3163265306,0.2926829268,0.1666666667,0.4615384615,0.4498480243,0.378600823,0.238961039,0.4123393316,0.2,0.546184739,0.6340206186,0.4756944444,0.4810810811,0.6210526316,0.4607843137,0.4558823529
Mike Conley  ,2014,0.7678632479,0.5357142857,0.5833333333,0.3163265306,0.3089430894,0.1602564103,0.5128205128,0.4924012158,0.353909465,0.2857142857,0.4915167095,0.2,0.6024096386,0.6005154639,0.5069444444,0.5567567568,0.6736842105,0.5490196078,0.5
Pat Connaughton  ,2024,0.5046153846,0.1517857143,0.1666666667,0.0612244898,0.06504065041,0.1730769231,0.1794871795,0.1398176292,0.1234567901,0.05194805195,0.2020565553,0.05714285714,0.1847389558,0.675257732,0.03125,0.2648648649,0.3894736842,0.2156862745,0.6029411765
Pat Connaughton  ,2023,0.424957265,0.2142857143,0.2675438596,0.04081632653,0.05691056911,0.2692307692,0.1111111111,0.2006079027,0.08230452675,0.04675324675,0.09357326478,0.04761904762,0.2008032129,0.5644329897,0.1319444444,0.2486486486,0.4210526316,0.2254901961,0.4852941176
Pat Connaughton  ,2022,0.5097435897,0.2857142857,0.298245614,0.07142857143,0.06504065041,0.2435897436,0.1111111111,0.2705167173,0.08641975309,0.05194805195,0.1028277635,0.04761904762,0.3373493976,0.793814433,0.1388888889,0.3513513514,0.5368421053,0.3333333333,0.6617647059
Pat Connaughton  ,2021,0.4700854701,0.1875,0.2105263158,0.04081632653,0.0487804878,0.2820512821,0.1025641026,0.1762917933,0.08230452675,0.03896103896,0.09922879177,0.01904761905,0.2530120482,0.6855670103,0.05555555556,0.3027027027,0.4736842105,0.2745098039,0.6176470588
Pat Connaughton  ,2020,0.3565811966,0.1517857143,0.1622807018,0.05102040816,0.0487804878,0.2435897436,0.1367521368,0.1337386018,0.1152263374,0.04415584416,0.1362467866,0.05714285714,0.2610441767,0.6520618557,0.07986111111,0.2972972973,0.5052631579,0.2745098039,0.5147058824
Pat Connaughton  ,2019,0.3627350427,0.2142857143,0.2149122807,0.05102040816,0.05691056911,0.2435897436,0.1709401709,0.179331307,0.06172839506,0.04675324675,0.1516709512,0.02857142857,0.3453815261,0.6726804124,0.1145833333,0.3243243243,0.5368421053,0.2941176471,0.6323529412
Pat Connaughton  ,2018,0.4403418803,0.1517857143,0.1754385965,0.05102040816,0.0406504065,0.1025641026,0.09401709402,0.1337386018,0.09465020576,0.04935064935,0.1146529563,0.05714285714,0.1726907631,0.5850515464,0.1180555556,0.2486486486,0.3789473684,0.2058823529,0.4558823529
Pat Connaughton  ,2017,0.03965811966,0.05357142857,0.04385964912,0.02040816327,0.0162601626,0.05769230769,0.05982905983,0.04559270517,0.04526748971,0.01298701299,0.03496143959,0.01904761905,0.2730923695,0.8582474227,0.1041666667,0.1459459459,0.4368421053,0.2058823529,0.5588235294
Quinn Cook  ,2020,0.1052991453,0.1607142857,0.1798245614,0.0306122449,0.0243902439,0.05128205128,0.09401709402,0.1246200608,0.0658436214,0.01818181818,0.06015424165,0.01904761905,0.2008032129,0.5077319588,0.3819444444,0.1297297297,0.2736842105,0.1764705882,0.2941176471
Quinn Cook  ,2019,0.2936752137,0.2232142857,0.2236842105,0.0306122449,0.0325203252,0.108974359,0.1367521368,0.179331307,0.1275720165,0.03636363636,0.1331619537,0.05714285714,0.3253012048,0.6520618557,0.3541666667,0.2108108108,0.3631578947,0.1960784314,0.4558823529
Quinn Cook  ,2018,0.1846153846,0.3035714286,0.298245614,0.07142857143,0.06504065041,0.1346153846,0.2307692308,0.2583586626,0.06172839506,0.02077922078,0.1053984576,0.02857142857,0.313253012,0.7242268041,0.2604166667,0.2,0.3894736842,0.2058823529,0.5294117647
Tyler Cook  ,2022,0,0.08035714286,0.04824561404,0.112244898,0.1300813008,0.1474358974,0.01709401709,0.07294832827,0.004115226337,0.03636363636,0.003084832905,0.009523809524,0.3212851406,0.8530927835,0.1041666667,0.1405405405,0.2578947368,0.1862745098,0.6911764706
Tyler Cook  ,2021,0.08136752137,0.1696428571,0.1052631579,0.05102040816,0.08943089431,0.1666666667,0.04273504274,0.1185410334,0.0329218107,0.05454545455,0.02005141388,0.06666666667,0.313253012,0.8943298969,0.1354166667,0.1567567568,0.3157894737,0.1862745098,0.5735294118
Chris Copeland  ,2015,0.2147008547,0.1696428571,0.2368421053,0.07142857143,0.07317073171,0.1153846154,0.08547008547,0.1580547112,0.1028806584,0.05194805195,0.05912596401,0.06666666667,0.09638554217,0.4020618557,0.3923611111,0.1081081081,0.2789473684,0.1568627451,0.1323529412
Chris Copeland  ,2014,0.02222222222,0.08928571429,0.09210526316,0.02040816327,0.0243902439,0.02564102564,0.03418803419,0.0820668693,0.02880658436,0.02077922078,0.02107969152,0.01904761905,0.5060240964,0.7963917526,0.4756944444,0.1675675676,0.7105263158,0.2352941176,0.5441176471
Bilal Coulibaly  ,2024,0.5179487179,0.2410714286,0.2675438596,0.1530612245,0.1707317073,0.2371794872,0.1452991453,0.2249240122,0.2139917695,0.1766233766,0.1367609254,0.180952381,0.156626506,0.5953608247,0.1458333333,0.1351351351,0.2526315789,0.1078431373,0.3529411765
Ricky Council IV ,2024,0.03042735043,0.125,0.1184210526,0.1734693878,0.1788617886,0.0641025641,0.04273504274,0.1337386018,0.008230452675,0.09090909091,0.01850899743,0.08571428571,0.546184739,0.7525773196,0.4201388889,0.1675675676,0.5421052632,0.2156862745,0.7352941176
DeMarcus Cousins  ,2022,0.1770940171,0.25,0.2631578947,0.2040816327,0.2113821138,0.3333333333,0.1282051282,0.2431610942,0.1522633745,0.1532467532,0.09100257069,0.1714285714,0.5301204819,0.6572164948,0.6284722222,0.2,0.3894736842,0.2058823529,0.3823529412
DeMarcus Cousins  ,2021,0.1753846154,0.2589285714,0.2894736842,0.1428571429,0.162601626,0.3846153846,0.1623931624,0.2401215805,0.1234567901,0.08571428571,0.09511568123,0.08571428571,0.4578313253,0.5798969072,0.5034722222,0.1783783784,0.4947368421,0.2352941176,0.3529411765
DeMarcus Cousins  ,2019,0.1952136752,0.5,0.5087719298,0.3571428571,0.3902439024,0.5,0.3076923077,0.4650455927,0.1069958848,0.1896103896,0.1300771208,0.1714285714,0.6586345382,0.6443298969,0.6284722222,0.2432432432,0.6315789474,0.2941176471,0.4411764706
DeMarcus Cousins  ,2018,0.5254700855,0.7321428571,0.7543859649,0.6224489796,0.6666666667,0.8012820513,0.4615384615,0.73556231,0.4156378601,0.4675324675,0.3064267352,0.4380952381,0.7068273092,0.6984536082,0.7604166667,0.3675675676,0.7210526316,0.4803921569,0.3676470588
DeMarcus Cousins  ,2017,0.7743589744,0.7767857143,0.8377192982,0.7346938776,0.756097561,0.6794871795,0.3931623932,0.7902735562,0.4032921811,0.7402597403,0.4102827763,0.7523809524,0.8353413655,0.6443298969,0.9201388889,0.5243243243,0.8315789474,0.7352941176,0.4117647059
DeMarcus Cousins  ,2016,0.6994871795,0.7946428571,0.8640350877,0.7448979592,0.8292682927,0.7115384615,0.2820512821,0.7872340426,0.3950617284,0.7194805195,0.2544987147,0.6095238095,0.7469879518,0.5824742268,0.8819444444,0.4216216216,0.6473684211,0.4901960784,0.3529411765
DeMarcus Cousins  ,2015,0.6198290598,0.7232142857,0.7587719298,0.7346938776,0.7479674797,0.7884615385,0.3076923077,0.7021276596,0.4238683128,0.5792207792,0.2606683805,0.5333333333,0.8112449799,0.6005154639,0.8368055556,0.4378378378,0.7,0.5098039216,0.3676470588
DeMarcus Cousins  ,2014,0.7172649573,0.7142857143,0.701754386,0.6224489796,0.6829268293,0.7243589744,0.2478632479,0.6595744681,0.341563786,0.6675324675,0.2437017995,0.7523809524,0.8473895582,0.6262886598,0.7881944444,0.5405405405,0.7473684211,0.6078431373,0.4117647059
Robert Covington  ,2024,0.09846153846,0.1071428571,0.1140350877,0.08163265306,0.07317073171,0.1858974359,0.06837606838,0.103343465,0.008230452675,0.03116883117,0.02827763496,0.01904761905,0.3453815261,0.6907216495,0.02430555556,0.1945945946,0.5894736842,0.2450980392,0.6764705882
Robert Covington  ,2023,0.1979487179,0.1607142857,0.1754385965,0.0612244898,0.06504065041,0.1987179487,0.1025641026,0.1519756839,0.09465020576,0.04675324675,0.06940874036,0.01904761905,0.3694779116,0.7010309278,0.1944444444,0.2162162162,0.5631578947,0.2647058824,0.5441176471
Robert Covington  ,2022,0.5948717949,0.2321428571,0.2719298246,0.08163265306,0.08130081301,0.3269230769,0.1111111111,0.2279635258,0.1769547325,0.05974025974,0.1167095116,0.01904761905,0.297188755,0.6701030928,0.1215277778,0.2864864865,0.4842105263,0.3039215686,0.4264705882
Robert Covington  ,2021,0.6984615385,0.2321428571,0.2850877193,0.07142857143,0.07317073171,0.4038461538,0.1452991453,0.2279635258,0.1152263374,0.05974025974,0.1526992288,0.01904761905,0.2489959839,0.6211340206,0.05208333333,0.3135135135,0.4842105263,0.3137254902,0.5
Robert Covington  ,2020,0.6622222222,0.3660714286,0.4166666667,0.1428571429,0.1463414634,0.3974358974,0.1111111111,0.3465045593,0.1769547325,0.1480519481,0.1105398458,0.1428571429,0.3333333333,0.6365979381,0.2430555556,0.3135135135,0.4736842105,0.3039215686,0.3823529412
Robert Covington  ,2019,0.3429059829,0.375,0.4166666667,0.193877551,0.2032520325,0.3269230769,0.1111111111,0.3738601824,0.06995884774,0.08571428571,0.05501285347,0.0380952381,0.3333333333,0.6907216495,0.1944444444,0.2486486486,0.5578947368,0.3039215686,0.4558823529
Robert Covington  ,2018,0.7972649573,0.3571428571,0.4254385965,0.1530612245,0.1382113821,0.3205128205,0.1709401709,0.3525835866,0.29218107,0.1506493506,0.1876606684,0.1428571429,0.3172690763,0.6469072165,0.25,0.4432432432,0.5526315789,0.4215686275,0.4117647059
Robert Covington  ,2017,0.6560683761,0.3660714286,0.4429824561,0.2142857143,0.2113821138,0.391025641,0.1282051282,0.3617021277,0.2098765432,0.1974025974,0.1275064267,0.09523809524,0.3293172691,0.5721649485,0.3194444444,0.2810810811,0.4842105263,0.3039215686,0.3088235294
Robert Covington  ,2016,0.5822222222,0.3392857143,0.4298245614,0.2142857143,0.2113821138,0.3782051282,0.1196581197,0.358662614,0.2222222222,0.187012987,0.1146529563,0.09523809524,0.3293172691,0.5953608247,0.3993055556,0.2216216216,0.4263157895,0.2450980392,0.2647058824
Robert Covington  ,2015,0.6003418803,0.3571428571,0.4385964912,0.2551020408,0.2520325203,0.2628205128,0.1282051282,0.3799392097,0.1934156379,0.2545454545,0.1244215938,0.2380952381,0.3895582329,0.6237113402,0.4097222222,0.3297297297,0.5105263158,0.3235294118,0.3676470588
Allen Crabbe  ,2020,0.1548717949,0.125,0.1754385965,0.0306122449,0.0325203252,0.108974359,0.07692307692,0.1094224924,0.02057613169,0.01818181818,0.04061696658,0.01904761905,0.04016064257,0.4072164948,0.09375,0.1081081081,0.1947368421,0.1470588235,0.2647058824
Allen Crabbe  ,2019,0.318974359,0.2589285714,0.3464912281,0.1020408163,0.1056910569,0.1923076923,0.09401709402,0.2613981763,0.0658436214,0.04155844156,0.05398457584,0.02857142857,0.1084337349,0.5335051546,0.2222222222,0.1567567568,0.3263157895,0.1764705882,0.3088235294
Allen Crabbe  ,2018,0.6827350427,0.375,0.4473684211,0.1530612245,0.1463414634,0.25,0.1367521368,0.3708206687,0.1522633745,0.1220779221,0.1413881748,0.1047619048,0.2931726908,0.6340206186,0.3125,0.2864864865,0.4368421053,0.2647058824,0.4264705882
Allen Crabbe  ,2017,0.7022222222,0.3125,0.3245614035,0.1326530612,0.1300813008,0.1602564103,0.1025641026,0.2948328267,0.09465020576,0.1428571429,0.1151670951,0.1333333333,0.265060241,0.7474226804,0.1701388889,0.3405405405,0.4052631579,0.2352941176,0.5588235294
Allen Crabbe  ,2016,0.6512820513,0.3125,0.3333333333,0.1224489796,0.1138211382,0.1474358974,0.1025641026,0.282674772,0.09465020576,0.1168831169,0.1192802057,0.1142857143,0.2891566265,0.6701030928,0.2222222222,0.3459459459,0.4210526316,0.2450980392,0.5147058824
Allen Crabbe  ,2015,0.1651282051,0.08035714286,0.09649122807,0.02040816327,0.0243902439,0.0641025641,0.06837606838,0.06990881459,0.0329218107,0.01818181818,0.04678663239,0.01904761905,0.1485943775,0.5489690722,0.05208333333,0.1837837838,0.4315789474,0.2156862745,0.4264705882
Torrey Craig  ,2024,0.2902564103,0.1517857143,0.1710526316,0.05102040816,0.05691056911,0.2371794872,0.09401709402,0.1428571429,0.06995884774,0.04155844156,0.06632390746,0.05714285714,0.2329317269,0.6597938144,0.08680555556,0.2162162162,0.3684210526,0.1960784314,0.5882352941
Torrey Craig  ,2023,0.5976068376,0.2321428571,0.2412280702,0.04081632653,0.0487804878,0.3205128205,0.1282051282,0.1945288754,0.1522633745,0.05454545455,0.146529563,0.04761904762,0.265060241,0.6546391753,0.1041666667,0.3297297297,0.4421052632,0.2647058824,0.5441176471
Torrey Craig  ,2022,0.4772649573,0.2053571429,0.2149122807,0.05102040816,0.05691056911,0.2307692308,0.1025641026,0.170212766,0.1440329218,0.06493506494,0.1136246787,0.07619047619,0.2409638554,0.6288659794,0.1493055556,0.2378378378,0.3789473684,0.2058823529,0.4558823529
Torrey Craig  ,2021,0.2061538462,0.1696428571,0.1622807018,0.0306122449,0.0325203252,0.2243589744,0.08547008547,0.1367781155,0.0329218107,0.02337662338,0.05964010283,0,0.3694779116,0.6881443299,0.1493055556,0.2324324324,0.4947368421,0.2450980392,0.6029411765
Torrey Craig  ,2020,0.2981196581,0.1607142857,0.1666666667,0.04081632653,0.0487804878,0.1858974359,0.06837606838,0.1337386018,0.04526748971,0.03896103896,0.05552699229,0.05714285714,0.2329317269,0.6211340206,0.09027777778,0.2216216216,0.3526315789,0.1862745098,0.5441176471
Torrey Craig  ,2019,0.4454700855,0.1607142857,0.1754385965,0.07142857143,0.07317073171,0.1987179487,0.08547008547,0.1428571429,0.06995884774,0.05974025974,0.08946015424,0.05714285714,0.2168674699,0.6056701031,0.08333333333,0.2756756757,0.3736842105,0.1960784314,0.5147058824
Torrey Craig  ,2018,0.1466666667,0.1160714286,0.1184210526,0.0612244898,0.07317073171,0.1858974359,0.05128205128,0.09726443769,0.0329218107,0.03116883117,0.0293059126,0,0.1927710843,0.574742268,0.06597222222,0.1621621622,0.3210526316,0.1862745098,0.4705882353
Jamal Crawford  ,2019,0.3456410256,0.2142857143,0.2631578947,0.1530612245,0.1382113821,0.05769230769,0.3076923077,0.2097264438,0.29218107,0.09350649351,0.2565552699,0.07619047619,0.2690763052,0.5412371134,0.375,0.1243243243,0.2684210526,0.137254902,0.3382352941
Jamal Crawford  ,2018,0.4967521368,0.3214285714,0.3728070175,0.1326530612,0.1138211382,0.05128205128,0.1965811966,0.282674772,0.2427983539,0.1116883117,0.2087403599,0.1333333333,0.3212851406,0.5335051546,0.4756944444,0.1837837838,0.3526315789,0.1862745098,0.3676470588
Jamal Crawford  ,2017,0.6690598291,0.3660714286,0.4298245614,0.2142857143,0.2032520325,0.07692307692,0.2222222222,0.3434650456,0.3127572016,0.1948051948,0.2514138817,0.1714285714,0.281124498,0.5489690722,0.4409722222,0.2162162162,0.3631578947,0.1960784314,0.3382352941
Jamal Crawford  ,2016,0.6584615385,0.4017857143,0.4868421053,0.3163265306,0.2764227642,0.08974358974,0.1965811966,0.4012158055,0.2592592593,0.2935064935,0.2133676093,0.2285714286,0.3614457831,0.5592783505,0.5173611111,0.2918918919,0.4,0.2254901961,0.3676470588
Jamal Crawford  ,2015,0.5138461538,0.4375,0.5394736842,0.3571428571,0.3170731707,0.09615384615,0.2136752137,0.4498480243,0.1728395062,0.2623376623,0.1881748072,0.1714285714,0.4658634538,0.5670103093,0.6111111111,0.3081081081,0.5105263158,0.3137254902,0.3970588235
Jamal Crawford  ,2014,0.6475213675,0.5178571429,0.6096491228,0.4081632653,0.3821138211,0.1217948718,0.2735042735,0.5349544073,0.2798353909,0.3194805195,0.2539845758,0.2476190476,0.4939759036,0.6288659794,0.5972222222,0.4,0.5578947368,0.3823529412,0.4558823529
Jordan Crawford  ,2017,0.08273504274,0.4642857143,0.4692982456,0.112244898,0.1138211382,0.08974358974,0.2564102564,0.3981762918,0.06172839506,0.02857142857,0.06632390746,0.0380952381,0.5060240964,0.6958762887,0.5381944444,0.1621621622,0.5421052632,0.2352941176,0.4558823529
Jordan Crawford  ,2014,0.5671794872,0.3303571429,0.3903508772,0.1836734694,0.1707317073,0.1217948718,0.2991452991,0.3039513678,0.2427983539,0.1532467532,0.3321336761,0.1333333333,0.3734939759,0.5257731959,0.4756944444,0.2648648649,0.4421052632,0.2549019608,0.3676470588
Jae Crowder  ,2024,0.3268376068,0.1785714286,0.201754386,0.05102040816,0.05691056911,0.1794871795,0.1111111111,0.1580547112,0.05349794239,0.02857142857,0.08329048843,0.009523809524,0.156626506,0.6030927835,0.05208333333,0.2,0.3368421053,0.1764705882,0.5147058824
Jae Crowder  ,2023,0.04786324786,0.1964285714,0.1929824561,0.0612244898,0.05691056911,0.2179487179,0.1282051282,0.179331307,0.004115226337,0.01298701299,0.03187660668,0.009523809524,0.3855421687,0.8041237113,0.1111111111,0.1783783784,0.5368421053,0.2254901961,0.7941176471
Jae Crowder  ,2022,0.5764102564,0.2589285714,0.3201754386,0.112244898,0.1056910569,0.3141025641,0.1623931624,0.2553191489,0.1399176955,0.09350649351,0.1501285347,0.09523809524,0.2530120482,0.5902061856,0.1597222222,0.3459459459,0.5315789474,0.3431372549,0.4411764706
Jae Crowder  ,2021,0.495042735,0.2678571429,0.3245614035,0.1020408163,0.1056910569,0.2756410256,0.1794871795,0.2765957447,0.1728395062,0.08311688312,0.1516709512,0.06666666667,0.2730923695,0.675257732,0.1979166667,0.2918918919,0.5315789474,0.3235294118,0.5
Jae Crowder  ,2020,0.5726495726,0.2857142857,0.3464912281,0.1530612245,0.1544715447,0.3525641026,0.2136752137,0.2887537994,0.1646090535,0.1142857143,0.1907455013,0.09523809524,0.3012048193,0.6211340206,0.1909722222,0.3189189189,0.4684210526,0.2843137255,0.4705882353
Jae Crowder  ,2019,0.6721367521,0.3303571429,0.4035087719,0.1836734694,0.2032520325,0.2820512821,0.1452991453,0.3313069909,0.1851851852,0.2025974026,0.1676092545,0.1714285714,0.2851405622,0.5824742268,0.3159722222,0.3513513514,0.4894736842,0.3137254902,0.4117647059
Jae Crowder  ,2018,0.6461538462,0.2767857143,0.3333333333,0.1530612245,0.1544715447,0.1923076923,0.1025641026,0.26443769,0.1604938272,0.1636363636,0.123907455,0.05714285714,0.2168674699,0.5489690722,0.2534722222,0.2540540541,0.3421052632,0.1666666667,0.3823529412
Jae Crowder  ,2017,0.7299145299,0.3839285714,0.4035087719,0.2448979592,0.243902439,0.3461538462,0.188034188,0.3920972644,0.2181069959,0.2441558442,0.1907455013,0.1714285714,0.3975903614,0.7757731959,0.2430555556,0.4756756757,0.5210526316,0.362745098,0.5735294118
Jae Crowder  ,2016,0.7206837607,0.4107142857,0.451754386,0.2755102041,0.2682926829,0.3012820513,0.1538461538,0.4012158055,0.1728395062,0.2961038961,0.1557840617,0.2857142857,0.4337349398,0.6520618557,0.2951388889,0.5081081081,0.5894736842,0.4411764706,0.5
Jae Crowder  ,2015,0.4947008547,0.2232142857,0.2543859649,0.1326530612,0.1382113821,0.2051282051,0.09401709402,0.2036474164,0.1358024691,0.1792207792,0.1136246787,0.1523809524,0.3574297189,0.5283505155,0.2604166667,0.3243243243,0.5,0.2941176471,0.4264705882
Jae Crowder  ,2014,0.3603418803,0.125,0.1315789474,0.0612244898,0.06504065041,0.1346153846,0.06837606838,0.1094224924,0.07407407407,0.07792207792,0.07095115681,0.06666666667,0.2771084337,0.6159793814,0.1111111111,0.2378378378,0.4842105263,0.2647058824,0.4558823529
Jarrett Culver  ,2022,0.04717948718,0.09821428571,0.1228070175,0.04081632653,0.07317073171,0.05769230769,0.07692307692,0.07598784195,0.0329218107,0.04415584416,0.03753213368,0.0380952381,0.1485943775,0.3118556701,0.3680555556,0.1189189189,0.1894736842,0.1666666667,0.2058823529
Jarrett Culver  ,2021,0.1022222222,0.1517857143,0.1798245614,0.09183673469,0.1138211382,0.1730769231,0.05982905983,0.1306990881,0.04526748971,0.05454545455,0.03033419023,0.01904761905,0.1526104418,0.4226804124,0.2847222222,0.1081081081,0.1789473684,0.1470588235,0.25
Jarrett Culver  ,2020,0.4464957265,0.3035714286,0.3596491228,0.09183673469,0.1544715447,0.1923076923,0.1452991453,0.2492401216,0.1316872428,0.1428571429,0.1357326478,0.09523809524,0.1847389558,0.3994845361,0.3194444444,0.1081081081,0.2631578947,0.1176470588,0.2205882353
Cade Cunningham  ,2024,0.6406837607,0.7321428571,0.7894736842,0.387755102,0.3577235772,0.25,0.641025641,0.6595744681,0.5185185185,0.2831168831,0.55218509,0.2,0.4859437751,0.6030927835,0.7222222222,0.2108108108,0.4894736842,0.3137254902,0.4264705882
Cade Cunningham  ,2023,0.06837606838,0.6696428571,0.7850877193,0.306122449,0.2926829268,0.3717948718,0.5128205128,0.5744680851,0.08641975309,0.04675324675,0.08946015424,0.02857142857,0.3614457831,0.4639175258,0.6944444444,0.1081081081,0.4368421053,0.2058823529,0.3088235294
Cade Cunningham  ,2022,0.6454700855,0.5714285714,0.6710526316,0.2244897959,0.2113821138,0.3269230769,0.4786324786,0.4984802432,0.5061728395,0.1584415584,0.4293059126,0.1333333333,0.3253012048,0.4948453608,0.6076388889,0.08648648649,0.3894736842,0.2156862745,0.25
Dante Cunningham  ,2018,0.4656410256,0.1696428571,0.1842105263,0.04081632653,0.05691056911,0.2371794872,0.05982905983,0.1428571429,0.0658436214,0.06753246753,0.06272493573,0.06666666667,0.2008032129,0.5850515464,0.05555555556,0.2432432432,0.3842105263,0.2058823529,0.4558823529
Dante Cunningham  ,2017,0.4953846154,0.2053571429,0.201754386,0.02040816327,0.0325203252,0.2435897436,0.05128205128,0.170212766,0.0658436214,0.03376623377,0.04318766067,0.02857142857,0.2088353414,0.706185567,0.02430555556,0.2756756757,0.3894736842,0.2156862745,0.5147058824
Dante Cunningham  ,2016,0.6054700855,0.1785714286,0.1929824561,0.07142857143,0.08130081301,0.1666666667,0.08547008547,0.1550151976,0.07407407407,0.1064935065,0.08894601542,0.05714285714,0.1445783133,0.587628866,0.03472222222,0.227027027,0.3263157895,0.1568627451,0.4411764706
Dante Cunningham  ,2015,0.4964102564,0.1785714286,0.1885964912,0.04081632653,0.05691056911,0.2243589744,0.06837606838,0.1276595745,0.04938271605,0.05714285714,0.05706940874,0.01904761905,0.156626506,0.4149484536,0.03125,0.2,0.3421052632,0.1764705882,0.3382352941
Dante Cunningham  ,2014,0.4905982906,0.2321428571,0.2412280702,0.05102040816,0.06504065041,0.2371794872,0.08547008547,0.1610942249,0.0658436214,0.08311688312,0.1023136247,0.08571428571,0.3052208835,0.4175257732,0.1770833333,0.2702702703,0.4315789474,0.2450980392,0.3676470588
Jared Cunningham  ,2016,0.07179487179,0.04464285714,0.0701754386,0.08163265306,0.1056910569,0.03205128205,0.04273504274,0.05167173252,0.0329218107,0.05974025974,0.02262210797,0.009523809524,0.03614457831,0.3917525773,0.2256944444,0.1189189189,0.1736842105,0.1568627451,0.1764705882
Seth Curry  ,2024,0.1422222222,0.1339285714,0.1666666667,0.0612244898,0.05691056911,0.07051282051,0.08547008547,0.1246200608,0.04115226337,0.03116883117,0.05398457584,0.05714285714,0.1967871486,0.5335051546,0.2361111111,0.1405405405,0.3,0.1764705882,0.4117647059
Seth Curry  ,2023,0.3456410256,0.2767857143,0.2894736842,0.08163265306,0.07317073171,0.07692307692,0.1367521368,0.2492401216,0.0987654321,0.04415584416,0.1244215938,0.07619047619,0.2931726908,0.7242268041,0.3194444444,0.2108108108,0.3631578947,0.1960784314,0.5
